,INVOICE_NO,CUSTOMER_ID,GENDER,AGE,CATEGORY,QUANTITY,PRICE,PAYMENT_METHOD,INVOICE_DATE,SHOPPING_MALL
296,I332710,C873740,Male,46,Cosmetics,2,81.32,Cash,2021-02-22,Emaar Square Mall
297,I166533,C939174,Female,69,Books,5,75.75,Debit Card,2021-02-22,Metropol AVM
298,I317787,C258716,Female,68,Cosmetics,3,121.98,Cash,2021-02-22,Zorlu Center
299,I194433,C139592,Female,69,Food & Beverage,5,26.15,Cash,2021-02-22,Viaport Outlet
300,I797812,C462144,Female,38,Food & Beverage,1,5.23,Debit Card,2021-02-22,Kanyon
301,I309543,C756013,Male,59,Toys,1,35.84,Cash,2021-02-22,Kanyon
302,I163539,C135770,Male,24,Souvenir,1,11.73,Credit Card,2021-02-22,Cevahir AVM
303,I338298,C818471,Male,60,Food & Beverage,5,26.15,Cash,2021-02-22,Kanyon
304,I239981,C329838,Female,66,Souvenir,4,46.92,Credit Card,2021-02-22,Metropol AVM
305,I101904,C106038,Female,23,Souvenir,1,11.73,Credit Card,2021-02-22,Kanyon
306,I145290,C185407,Male,65,Clothing,2,600.16,Cash,2021-02-22,Metrocity
307,I195313,C329225,Female,20,Shoes,5,3000.85,Cash,2021-02-22,Istinye Park
308,I332992,C135536,Female,25,Food & Beverage,2,10.46,Debit Card,2021-02-22,Istinye Park
309,I329813,C396076,Female,57,Food & Beverage,5,26.15,Cash,2021-02-22,Mall of Istanbul
310,I207376,C276614,Female,34,Clothing,4,1200.32,Debit Card,2021-02-22,Mall of Istanbul
311,I102578,C207183,Female,36,Clothing,3,900.24,Cash,2021-02-22,Metrocity
312,I251688,C464879,Female,29,Shoes,5,3000.85,Credit Card,2021-02-22,Kanyon
313,I302732,C229660,Male,28,Food & Beverage,4,20.92,Credit Card,2021-02-22,Viaport Outlet
314,I217519,C105565,Female,37,Food & Beverage,5,26.15,Cash,2021-02-22,Forum Istanbul
315,I256366,C278669,Female,66,Books,2,30.3,Credit Card,2021-02-22,Mall of Istanbul
316,I160393,C326471,Female,62,Food & Beverage,2,10.46,Credit Card,2021-02-22,Kanyon
317,I200965,C247452,Female,49,Clothing,2,600.16,Cash,2021-02-22,Mall of Istanbul
318,I799681,C170559,Male,64,Clothing,3,900.24,Debit Card,2021-02-22,Mall of Istanbul
319,I219225,C934441,Male,52,Souvenir,2,23.46,Cash,2021-02-22,Mall of Istanbul
320,I198901,C174297,Male,28,Toys,5,179.2,Credit Card,2021-02-22,Kanyon
321,I794646,C257755,Male,68,Toys,2,71.68,Credit Card,2021-02-22,Mall of Istanbul
322,I292919,C299587,Female,51,Clothing,5,1500.4,Credit Card,2021-02-22,Metrocity
323,I291610,C196959,Male,32,Souvenir,2,23.46,Debit Card,2021-02-22,Mall of Istanbul
324,I322025,C213689,Female,69,Cosmetics,1,40.66,Cash,2021-02-22,Metropol AVM
325,I171045,C313931,Male,61,Clothing,1,300.08,Debit Card,2021-02-22,Mall of Istanbul
326,I211698,C293375,Female,26,Food & Beverage,5,26.15,Credit Card,2021-02-22,Metrocity
327,I114769,C323940,Male,44,Clothing,2,600.16,Credit Card,2021-02-22,Metrocity
328,I260438,C927565,Male,65,Souvenir,3,35.19,Cash,2021-02-22,Mall of Istanbul
329,I333159,C439832,Female,43,Clothing,3,900.24,Debit Card,2021-02-22,Istinye Park
330,I245877,C169430,Male,47,Books,2,30.3,Cash,2021-02-22,Mall of Istanbul
331,I282136,C672817,Female,28,Shoes,2,1200.34,Cash,2021-02-22,Emaar Square Mall
332,I106456,C203969,Male,54,Cosmetics,5,203.3,Cash,2021-02-22,Mall of Istanbul
333,I197673,C317027,Male,18,Food & Beverage,4,20.92,Cash,2021-02-23,Kanyon
334,I243416,C197520,Male,22,Books,3,45.45,Debit Card,2021-02-23,Zorlu Center
335,I288372,C281267,Male,52,Clothing,5,1500.4,Cash,2021-02-23,Emaar Square Mall
336,I238531,C180937,Female,22,Food & Beverage,2,10.46,Debit Card,2021-02-23,Emaar Square Mall
337,I207260,C262661,Female,59,Clothing,1,300.08,Debit Card,2021-02-23,Metrocity
338,I332039,C889163,Female,35,Shoes,4,2400.68,Credit Card,2021-02-23,Metropol AVM
339,I263317,C102289,Male,65,Clothing,3,900.24,Cash,2021-02-23,Kanyon
340,I260311,C157079,Female,64,Clothing,5,1500.4,Cash,2021-02-23,Metrocity
341,I507326,C273282,Female,55,Toys,4,143.36,Credit Card,2021-02-23,Mall of Istanbul
342,I242427,C162958,Male,36,Clothing,5,1500.4,Debit Card,2021-02-23,Metropol AVM
343,I242961,C387054,Female,25,Clothing,5,1500.4,Debit Card,2021-02-23,Mall of Istanbul
344,I285888,C537226,Female,55,Souvenir,3,35.19,Debit Card,2021-02-23,Kanyon
345,I256679,C108702,Female,40,Shoes,4,2400.68,Credit Card,2021-02-23,Mall of Istanbul
346,I174923,C942294,Female,20,Clothing,1,300.08,Debit Card,2021-02-23,Metrocity
347,I129337,C165589,Male,48,Books,4,60.6,Debit Card,2021-02-23,Mall of Istanbul
348,I264370,C291961,Male,38,Clothing,1,300.08,Credit Card,2021-02-23,Viaport Outlet
349,I182439,C278058,Female,24,Clothing,1,300.08,Debit Card,2021-02-23,Mall of Istanbul
350,I433188,C128790,Female,53,Clothing,4,1200.32,Cash,2021-02-23,Kanyon
351,I183623,C905790,Male,63,Clothing,5,1500.4,Cash,2021-02-23,Kanyon
352,I303054,C132525,Female,62,Clothing,4,1200.32,Debit Card,2021-02-23,Kanyon
353,I145688,C372635,Male,27,Cosmetics,1,40.66,Cash,2021-02-23,Mall of Istanbul
354,I243077,C101610,Female,65,Clothing,4,1200.32,Credit Card,2021-02-23,Mall of Istanbul
355,I306784,C222227,Male,51,Food & Beverage,1,5.23,Credit Card,2021-02-23,Kanyon
356,I261409,C379381,Female,29,Food & Beverage,2,10.46,Cash,2021-02-23,Kanyon
357,I129963,C234639,Male,66,Cosmetics,1,40.66,Cash,2021-02-23,Emaar Square Mall
358,I150966,C328651,Female,38,Technology,4,4200.0,Credit Card,2021-02-23,Metropol AVM
359,I254718,C581226,Female,31,Clothing,2,600.16,Cash,2021-02-23,Metrocity
360,I203162,C230973,Female,41,Toys,5,179.2,Cash,2021-02-23,Istinye Park
361,I179176,C156119,Female,49,Clothing,1,300.08,Cash,2021-02-23,Metrocity
362,I812956,C789164,Female,67,Clothing,1,300.08,Cash,2021-02-23,Mall of Istanbul
363,I220750,C209259,Male,47,Toys,5,179.2,Cash,2021-02-23,Emaar Square Mall
364,I184966,C208315,Female,64,Toys,2,71.68,Debit Card,2021-02-23,Mall of Istanbul
365,I212704,C321396,Female,27,Clothing,1,300.08,Cash,2021-02-23,Cevahir AVM
366,I206377,C238664,Male,38,Food & Beverage,5,26.15,Credit Card,2021-02-23,Kanyon
367,I896693,C134746,Female,61,Cosmetics,4,162.64,Credit Card,2021-02-23,Kanyon
368,I336438,C271868,Female,28,Toys,1,35.84,Credit Card,2021-02-23,Metropol AVM
369,I299725,C119751,Male,20,Clothing,2,600.16,Debit Card,2021-02-23,Metropol AVM
370,I309198,C170474,Male,59,Clothing,4,1200.32,Credit Card,2021-02-23,Metrocity
371,I537629,C334699,Male,55,Cosmetics,1,40.66,Debit Card,2021-02-23,Mall of Istanbul
372,I632741,C436842,Female,61,Shoes,2,1200.34,Debit Card,2021-02-23,Viaport Outlet
373,I327557,C157245,Female,46,Cosmetics,1,40.66,Cash,2021-02-23,Mall of Istanbul
374,I305352,C124529,Male,30,Cosmetics,4,162.64,Credit Card,2021-02-23,Mall of Istanbul
375,I290290,C206002,Male,57,Souvenir,3,35.19,Cash,2021-02-23,Metrocity
376,I146572,C588277,Female,26,Souvenir,4,46.92,Cash,2021-02-23,Mall of Istanbul
377,I852622,C240613,Female,25,Technology,5,5250.0,Cash,2021-02-23,Forum Istanbul
378,I103146,C101405,Female,20,Clothing,1,300.08,Credit Card,2021-02-23,Kanyon
379,I151040,C166354,Male,36,Food & Beverage,4,20.92,Cash,2021-02-23,Kanyon
380,I187641,C354096,Female,27,Clothing,5,1500.4,Credit Card,2021-02-23,Cevahir AVM
381,I135376,C177267,Female,38,Toys,2,71.68,Credit Card,2021-02-23,Kanyon
382,I171338,C299527,Male,28,Clothing,5,1500.4,Credit Card,2021-02-23,Mall of Istanbul
383,I377946,C332426,Male,67,Food & Beverage,4,20.92,Debit Card,2021-02-23,Mall of Istanbul
384,I163366,C154689,Male,57,Food & Beverage,1,5.23,Debit Card,2021-02-23,Mall of Istanbul
385,I113345,C189689,Male,23,Cosmetics,2,81.32,Cash,2021-02-23,Forum Istanbul
386,I316730,C352446,Female,37,Clothing,3,900.24,Credit Card,2021-02-23,Forum Istanbul
387,I161186,C254396,Female,61,Technology,2,2100.0,Credit Card,2021-02-23,Mall of Istanbul
388,I170450,C208192,Female,25,Food & Beverage,3,15.69,Debit Card,2021-02-23,Mall of Istanbul
389,I280545,C270916,Male,64,Books,4,60.6,Credit Card,2021-02-23,Kanyon
390,I246993,C121498,Female,53,Food & Beverage,3,15.69,Credit Card,2021-02-23,Viaport Outlet
391,I186741,C927210,Male,50,Clothing,2,600.16,Credit Card,2021-02-23,Mall of Istanbul
392,I181474,C169805,Male,51,Clothing,5,1500.4,Debit Card,2021-02-23,Mall of Istanbul
393,I510935,C284373,Male,28,Clothing,5,1500.4,Cash,2021-02-23,Mall of Istanbul
394,I260449,C229019,Female,64,Shoes,1,600.17,Credit Card,2021-02-23,Metropol AVM
395,I321409,C282363,Female,49,Books,1,15.15,Debit Card,2021-02-23,Metropol AVM
396,I249967,C425188,Female,45,Food & Beverage,2,10.46,Cash,2021-02-23,Istinye Park
397,I124601,C204145,Female,67,Clothing,1,300.08,Credit Card,2021-02-23,Kanyon
398,I214757,C596385,Female,52,Shoes,2,1200.34,Cash,2021-02-23,Viaport Outlet
399,I145695,C320829,Female,53,Technology,2,2100.0,Cash,2021-02-23,Emaar Square Mall
400,I255975,C247232,Male,50,Clothing,1,300.08,Credit Card,2021-02-23,Istinye Park
401,I222720,C294792,Male,26,Clothing,1,300.08,Credit Card,2021-02-23,Mall of Istanbul
402,I136608,C150175,Female,40,Books,3,45.45,Credit Card,2021-02-23,Mall of Istanbul
403,I259576,C251805,Male,54,Shoes,4,2400.68,Debit Card,2021-02-23,Mall of Istanbul
404,I262328,C335353,Female,59,Food & Beverage,5,26.15,Cash,2021-02-23,Kanyon
405,I276351,C445594,Male,20,Souvenir,4,46.92,Credit Card,2021-02-23,Mall of Istanbul
406,I206675,C261218,Male,21,Food & Beverage,1,5.23,Debit Card,2021-02-23,Metropol AVM
407,I293647,C297265,Female,21,Clothing,4,1200.32,Credit Card,2021-02-23,Zorlu Center
408,I251793,C141582,Male,57,Clothing,3,900.24,Cash,2021-02-23,Mall of Istanbul
409,I252340,C252250,Male,44,Food & Beverage,5,26.15,Credit Card,2021-02-23,Mall of Istanbul
410,I129787,C584634,Female,35,Clothing,1,300.08,Credit Card,2021-02-23,Zorlu Center
411,I747972,C116558,Female,41,Technology,1,1050.0,Cash,2021-02-23,Metropol AVM
412,I337015,C103863,Female,23,Shoes,5,3000.85,Debit Card,2021-02-23,Metrocity
413,I269788,C953122,Male,43,Food & Beverage,2,10.46,Cash,2021-02-23,Metrocity
414,I179895,C198080,Female,67,Clothing,3,900.24,Cash,2021-02-23,Kanyon
415,I903947,C529664,Female,68,Shoes,5,3000.85,Cash,2021-02-23,Kanyon
416,I182872,C782842,Female,26,Cosmetics,2,81.32,Cash,2021-02-23,Viaport Outlet
417,I958654,C457796,Female,39,Cosmetics,5,203.3,Cash,2021-02-23,Zorlu Center
418,I288817,C283339,Male,67,Clothing,2,600.16,Debit Card,2021-02-23,Metrocity
419,I322227,C850753,Female,43,Cosmetics,4,162.64,Cash,2021-02-23,Emaar Square Mall
420,I268616,C236676,Female,47,Clothing,4,1200.32,Cash,2021-02-23,Mall of Istanbul
421,I875254,C110596,Male,22,Technology,2,2100.0,Cash,2021-02-23,Mall of Istanbul
422,I669823,C275686,Female,21,Food & Beverage,1,5.23,Credit Card,2021-02-23,Metropol AVM
423,I194142,C282002,Female,33,Clothing,2,600.16,Credit Card,2021-02-23,Mall of Istanbul
424,I231671,C867174,Female,28,Toys,3,107.52,Credit Card,2021-02-23,Metrocity
425,I679889,C249237,Female,44,Cosmetics,4,162.64,Cash,2021-02-23,Mall of Istanbul
426,I255594,C200997,Female,37,Shoes,1,600.17,Credit Card,2021-02-23,Cevahir AVM
427,I180644,C326388,Female,46,Clothing,3,900.24,Debit Card,2021-02-23,Mall of Istanbul
428,I244178,C238529,Female,60,Cosmetics,1,40.66,Cash,2021-02-23,Kanyon
429,I135391,C299079,Female,65,Shoes,4,2400.68,Cash,2021-02-23,Metropol AVM
430,I138363,C304619,Female,36,Shoes,3,1800.51,Credit Card,2021-02-23,Emaar Square Mall
431,I537131,C167727,Female,23,Cosmetics,5,203.3,Debit Card,2021-02-23,Metropol AVM
432,I434620,C200315,Female,40,Food & Beverage,4,20.92,Debit Card,2021-02-23,Mall of Istanbul
433,I208123,C169047,Female,39,Toys,4,143.36,Cash,2021-02-23,Metrocity
434,I272900,C704988,Male,63,Clothing,2,600.16,Cash,2021-02-23,Viaport Outlet
435,I284420,C296544,Female,28,Clothing,4,1200.32,Debit Card,2021-02-23,Kanyon
436,I262137,C249123,Female,38,Cosmetics,5,203.3,Cash,2021-02-23,Mall of Istanbul
437,I126541,C303018,Female,26,Technology,5,5250.0,Credit Card,2021-02-23,Istinye Park
438,I663311,C104082,Male,57,Clothing,1,300.08,Debit Card,2021-02-23,Metrocity
439,I260249,C119187,Female,53,Cosmetics,5,203.3,Cash,2021-02-23,Cevahir AVM
440,I109518,C146087,Male,65,Clothing,5,1500.4,Credit Card,2021-02-23,Kanyon
441,I121221,C337811,Female,67,Clothing,5,1500.4,Cash,2021-02-23,Cevahir AVM
442,I330438,C914799,Female,37,Cosmetics,5,203.3,Credit Card,2021-02-23,Metropol AVM
443,I889108,C278215,Female,26,Food & Beverage,3,15.69,Cash,2021-02-23,Zorlu Center
444,I309364,C156300,Male,28,Clothing,3,900.24,Cash,2021-02-24,Mall of Istanbul
445,I298588,C182234,Female,40,Shoes,4,2400.68,Credit Card,2021-02-24,Istinye Park
446,I315812,C743093,Female,65,Souvenir,5,58.65,Debit Card,2021-02-24,Metropol AVM
447,I188736,C203348,Female,65,Cosmetics,5,203.3,Credit Card,2021-02-24,Cevahir AVM
448,I169322,C306468,Female,40,Food & Beverage,2,10.46,Credit Card,2021-02-24,Metropol AVM
449,I785441,C182112,Male,33,Food & Beverage,1,5.23,Cash,2021-02-24,Viaport Outlet
450,I204056,C622748,Female,54,Clothing,4,1200.32,Credit Card,2021-02-24,Metropol AVM
451,I230857,C180905,Male,37,Books,2,30.3,Cash,2021-02-24,Kanyon
452,I280517,C486357,Male,35,Cosmetics,5,203.3,Debit Card,2021-02-24,Metrocity
453,I232236,C207547,Female,59,Cosmetics,3,121.98,Debit Card,2021-02-24,Istinye Park
454,I278702,C291699,Female,68,Toys,1,35.84,Cash,2021-02-24,Mall of Istanbul
455,I249809,C295943,Male,62,Clothing,3,900.24,Cash,2021-02-24,Metrocity
456,I210867,C115629,Female,37,Food & Beverage,3,15.69,Debit Card,2021-02-24,Metrocity
457,I115518,C233147,Female,59,Technology,5,5250.0,Credit Card,2021-02-24,Metrocity
458,I253676,C238018,Male,52,Clothing,3,900.24,Credit Card,2021-02-24,Kanyon
459,I339472,C110119,Male,20,Clothing,2,600.16,Credit Card,2021-02-24,Mall of Istanbul
460,I222549,C500781,Female,19,Shoes,5,3000.85,Cash,2021-02-24,Metrocity
461,I601227,C118509,Male,51,Cosmetics,5,203.3,Cash,2021-02-24,Mall of Istanbul
462,I699906,C267109,Female,44,Food & Beverage,2,10.46,Cash,2021-02-24,Forum Istanbul
463,I197498,C290546,Female,24,Books,2,30.3,Credit Card,2021-02-24,Kanyon
464,I139842,C274990,Male,63,Clothing,4,1200.32,Credit Card,2021-02-24,Metrocity
465,I109255,C256502,Female,22,Clothing,2,600.16,Cash,2021-02-24,Kanyon
466,I119370,C265205,Male,50,Cosmetics,3,121.98,Credit Card,2021-02-24,Kanyon
467,I197360,C187648,Female,22,Food & Beverage,5,26.15,Debit Card,2021-02-24,Zorlu Center
468,I299129,C130238,Female,22,Clothing,3,900.24,Debit Card,2021-02-24,Kanyon
469,I140833,C734317,Male,28,Clothing,1,300.08,Cash,2021-02-24,Zorlu Center
470,I209237,C129330,Male,63,Cosmetics,4,162.64,Cash,2021-02-24,Emaar Square Mall
471,I193119,C231458,Female,51,Clothing,3,900.24,Cash,2021-02-24,Metrocity
472,I328902,C143229,Male,31,Shoes,1,600.17,Credit Card,2021-02-24,Mall of Istanbul
473,I148963,C202950,Male,39,Clothing,5,1500.4,Debit Card,2021-02-24,Kanyon
474,I302378,C932991,Female,30,Food & Beverage,4,20.92,Credit Card,2021-02-24,Mall of Istanbul
475,I185495,C167108,Male,38,Books,2,30.3,Credit Card,2021-02-24,Kanyon
476,I171951,C112725,Female,41,Clothing,3,900.24,Credit Card,2021-02-24,Istinye Park
477,I142415,C751099,Male,23,Cosmetics,3,121.98,Debit Card,2021-02-24,Viaport Outlet
478,I950869,C180311,Male,39,Food & Beverage,3,15.69,Credit Card,2021-02-24,Cevahir AVM
479,I101905,C147666,Female,36,Cosmetics,3,121.98,Cash,2021-02-24,Kanyon
480,I131740,C904748,Male,37,Clothing,4,1200.32,Credit Card,2021-02-24,Metrocity
481,I250966,C122350,Male,27,Toys,5,179.2,Credit Card,2021-02-24,Mall of Istanbul
482,I123205,C233726,Female,65,Cosmetics,2,81.32,Cash,2021-02-24,Kanyon
483,I192966,C327289,Male,23,Books,5,75.75,Cash,2021-02-24,Metrocity
484,I656656,C120796,Female,34,Food & Beverage,4,20.92,Cash,2021-02-24,Zorlu Center
485,I210719,C270863,Female,50,Clothing,3,900.24,Credit Card,2021-02-24,Istinye Park
486,I200721,C248802,Female,31,Food & Beverage,4,20.92,Debit Card,2021-02-24,Istinye Park
487,I300100,C320348,Male,40,Food & Beverage,4,20.92,Cash,2021-02-24,Viaport Outlet
488,I256090,C118586,Female,68,Clothing,3,900.24,Cash,2021-02-24,Mall of Istanbul
489,I172639,C772334,Female,49,Books,1,15.15,Credit Card,2021-02-24,Mall of Istanbul
490,I169179,C418788,Male,58,Books,3,45.45,Credit Card,2021-02-24,Metrocity
491,I164226,C614993,Female,55,Clothing,4,1200.32,Cash,2021-02-24,Mall of Istanbul
492,I330901,C243388,Female,20,Technology,5,5250.0,Cash,2021-02-24,Istinye Park
493,I153477,C460242,Male,56,Food & Beverage,4,20.92,Cash,2021-02-24,Emaar Square Mall
494,I202463,C169511,Female,38,Cosmetics,3,121.98,Cash,2021-02-24,Metropol AVM
495,I436124,C148000,Male,37,Food & Beverage,5,26.15,Credit Card,2021-02-24,Metrocity
496,I288018,C270057,Female,65,Clothing,2,600.16,Credit Card,2021-02-24,Metropol AVM
497,I237762,C174488,Male,36,Toys,4,143.36,Cash,2021-02-24,Kanyon
498,I145662,C258483,Female,33,Clothing,4,1200.32,Debit Card,2021-02-24,Forum Istanbul
499,I202697,C966991,Female,29,Clothing,2,600.16,Cash,2021-02-24,Mall of Istanbul
500,I180020,C332407,Female,54,Food & Beverage,4,20.92,Credit Card,2021-02-24,Metropol AVM
501,I248299,C921111,Female,55,Food & Beverage,5,26.15,Debit Card,2021-02-24,Forum Istanbul
502,I475096,C933806,Male,55,Food & Beverage,4,20.92,Cash,2021-02-24,Kanyon
503,I532885,C265598,Male,31,Toys,2,71.68,Cash,2021-02-24,Kanyon
504,I597373,C291353,Female,64,Cosmetics,1,40.66,Credit Card,2021-02-24,Cevahir AVM
505,I143603,C330967,Male,28,Cosmetics,5,203.3,Cash,2021-02-24,Forum Istanbul
506,I339037,C657016,Male,43,Cosmetics,1,40.66,Cash,2021-02-24,Cevahir AVM
507,I194749,C104794,Male,30,Clothing,3,900.24,Credit Card,2021-02-24,Mall of Istanbul
508,I190483,C243237,Female,19,Food & Beverage,3,15.69,Cash,2021-02-24,Mall of Istanbul
509,I334950,C306947,Female,61,Toys,2,71.68,Debit Card,2021-02-24,Emaar Square Mall
510,I226404,C186316,Female,21,Cosmetics,5,203.3,Credit Card,2021-02-24,Metropol AVM
511,I303812,C152264,Female,55,Cosmetics,2,81.32,Credit Card,2021-02-24,Mall of Istanbul
512,I111270,C294318,Female,18,Books,2,30.3,Cash,2021-02-24,Metrocity
513,I188769,C284699,Male,42,Cosmetics,2,81.32,Cash,2021-02-24,Kanyon
514,I182021,C401335,Male,38,Technology,1,1050.0,Cash,2021-02-24,Istinye Park
515,I853141,C113301,Female,61,Souvenir,1,11.73,Credit Card,2021-02-24,Metropol AVM
516,I169719,C175497,Female,26,Toys,1,35.84,Credit Card,2021-02-24,Metropol AVM
517,I138689,C190026,Female,51,Cosmetics,1,40.66,Cash,2021-02-24,Istinye Park
518,I243454,C152115,Male,55,Food & Beverage,3,15.69,Cash,2021-02-24,Mall of Istanbul
519,I110697,C154843,Female,47,Books,1,15.15,Cash,2021-02-24,Mall of Istanbul
520,I284007,C343251,Female,28,Toys,4,143.36,Debit Card,2021-02-24,Emaar Square Mall
521,I296309,C257136,Female,67,Clothing,5,1500.4,Debit Card,2021-02-24,Istinye Park
522,I196049,C240811,Female,67,Clothing,4,1200.32,Cash,2021-02-24,Kanyon
523,I360458,C203115,Female,37,Clothing,1,300.08,Credit Card,2021-02-24,Forum Istanbul
524,I296369,C294604,Male,27,Food & Beverage,1,5.23,Cash,2021-02-24,Kanyon
525,I240467,C181413,Male,24,Clothing,5,1500.4,Cash,2021-02-24,Metropol AVM
526,I227798,C662769,Female,57,Toys,5,179.2,Cash,2021-02-24,Istinye Park
527,I192450,C281961,Male,49,Souvenir,5,58.65,Credit Card,2021-02-24,Metrocity
528,I340166,C151577,Male,28,Shoes,5,3000.85,Credit Card,2021-02-24,Kanyon
529,I105617,C296235,Female,64,Clothing,2,600.16,Credit Card,2021-02-24,Metrocity
530,I183242,C111898,Female,41,Clothing,5,1500.4,Cash,2021-02-24,Mall of Istanbul
531,I236697,C162397,Male,36,Shoes,3,1800.51,Cash,2021-02-24,Metropol AVM
532,I224729,C946807,Female,52,Clothing,2,600.16,Credit Card,2021-02-24,Cevahir AVM
533,I296522,C286669,Female,52,Cosmetics,4,162.64,Cash,2021-02-24,Istinye Park
534,I182006,C334617,Female,49,Souvenir,1,11.73,Credit Card,2021-02-24,Emaar Square Mall
535,I298657,C778298,Male,27,Clothing,3,900.24,Credit Card,2021-02-24,Metrocity
536,I115745,C268132,Female,37,Toys,2,71.68,Debit Card,2021-02-24,Kanyon
537,I291904,C117356,Female,58,Cosmetics,4,162.64,Cash,2021-02-24,Metrocity
538,I577008,C989753,Female,63,Food & Beverage,4,20.92,Credit Card,2021-02-24,Mall of Istanbul
539,I881303,C879039,Male,32,Clothing,3,900.24,Credit Card,2021-02-24,Kanyon
540,I325489,C406972,Female,48,Food & Beverage,2,10.46,Cash,2021-02-24,Kanyon
541,I312261,C178983,Female,45,Books,3,45.45,Cash,2021-02-24,Zorlu Center
542,I250133,C193523,Female,44,Technology,1,1050.0,Cash,2021-02-24,Metrocity
543,I325531,C273903,Female,48,Books,2,30.3,Credit Card,2021-02-24,Metrocity
544,I547037,C862382,Female,34,Technology,4,4200.0,Credit Card,2021-02-24,Emaar Square Mall
545,I111113,C762122,Female,23,Shoes,5,3000.85,Debit Card,2021-02-24,Istinye Park
546,I312942,C101045,Male,33,Shoes,2,1200.34,Debit Card,2021-02-24,Metropol AVM
547,I957538,C496093,Female,51,Cosmetics,5,203.3,Cash,2021-02-24,Kanyon
548,I214063,C255453,Female,62,Toys,1,35.84,Debit Card,2021-02-24,Zorlu Center
549,I231724,C157094,Female,39,Toys,5,179.2,Cash,2021-02-24,Forum Istanbul
550,I177454,C252931,Female,44,Cosmetics,4,162.64,Credit Card,2021-02-24,Emaar Square Mall
551,I160617,C630387,Male,50,Toys,3,107.52,Cash,2021-02-24,Mall of Istanbul
552,I179654,C399010,Male,64,Cosmetics,2,81.32,Credit Card,2021-02-24,Mall of Istanbul
553,I103763,C187054,Female,55,Shoes,5,3000.85,Cash,2021-02-24,Zorlu Center
554,I986693,C189312,Male,18,Books,2,30.3,Credit Card,2021-02-24,Istinye Park
555,I197918,C603639,Female,25,Clothing,4,1200.32,Credit Card,2021-02-24,Mall of Istanbul
556,I303163,C256867,Female,50,Cosmetics,2,81.32,Cash,2021-02-24,Metrocity
557,I480608,C220065,Female,43,Clothing,3,900.24,Cash,2021-02-24,Cevahir AVM
558,I730657,C142762,Female,43,Clothing,5,1500.4,Credit Card,2021-02-24,Kanyon
559,I138528,C982815,Female,35,Souvenir,3,35.19,Credit Card,2021-02-24,Viaport Outlet
560,I241123,C309399,Male,31,Clothing,4,1200.32,Cash,2021-02-24,Mall of Istanbul
561,I285301,C410234,Female,48,Clothing,4,1200.32,Debit Card,2021-02-24,Forum Istanbul
562,I744433,C265795,Female,69,Cosmetics,1,40.66,Cash,2021-02-24,Metropol AVM
563,I413896,C203680,Female,33,Cosmetics,3,121.98,Credit Card,2021-02-24,Kanyon
564,I175350,C220051,Female,48,Clothing,1,300.08,Cash,2021-02-24,Kanyon
565,I472497,C294875,Female,47,Food & Beverage,4,20.92,Cash,2021-02-24,Metrocity
